"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.10633050303589005","0.17760703415566645","0.16191681711021155","0.17594199268269486","0.18087399532126586","0.17760703415566645","0.1761688793667779","0.18077784738457792","0.17570299740924755","0.17517219939311263","0.17517219939311263","0.16485164260254917"
"91024346","285142086","235393551","308755107","473398301","539571117","386814986","306062456","439265979","325999090","392209043","506097485"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.09153257629160115","0.14924504681358883","0.14300231269595254","0.14234069065333177","0.13238604148318453","0.14927251916029677","0.15831984845649977","0.1517065890525224","0.14676337330692166","0.15334730585805909","0.1560073311440155","0.15114495057302435"
"59731191","483466347","250046625","588140460","417337337","405279508","550612160","464484548","455644031","393167764","490523537","473884397"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.08669742033115405","0.16127753176657791","0.16187412263858605","0.1473078293377451","0.16187412263858605","0.16187412263858605","0.1473078293377451","0.1473078293377451","0.1473078293377451","0.16187412263858605","0.1618741226385861","0.16187412263858605"
"98809590","271972509","270395510","472151382","588131941","472646082","324919728","384364155","387722917","366334929","400125983","631576197"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.09112897522403518","0.15352634356650258","0.15934580871652448","0.16411741831935805","0.16062390143205502","0.1570113738453304","0.1565952423277577","0.16062390143205502","0.15759200537156387","0.15803543589517738","0.13112666149886545","0.1619978851146266"
"73741338","256429822","456915704","306260664","355118950","773595954","347187043","427232913","542261567","420793376","546613132","600712044"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.08468148475119587","0.15557477822882193","0.1539577529270463","0.14860563696241466","0.13029750098999357","0.12872675649095164","0.15364564271486517","0.15336206767251295","0.13667940811642015","0.12755490781636664","0.1494937683694096","0.13007244564769396"
"75429786","250167580","305429220","342820648","470911638","559742419","460670698","296358978","430602853","363355418","451586642","437780336"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.07968648029934856","0.15722753171241527","0.14284669006527798","0.1428254520972833","0.1316497176056","0.13735480306150935","0.15722753171241527","0.13582862518615907","0.15722753171241527","0.13438946971871077","0.15529322450650251","0.13708713517020832"
"49535828","464802396","188497446","331829574","501633940","480824926","329567191","345478384","301974308","393508350","380136867","496293644"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.09044438194427397","0.13398936459438904","0.14310833851368251","0.13847445219629376","0.14499690503062213","0.13954728722913495","0.14474696660291947","0.141635706437522","0.140657205613304","0.143339896536639","0.14180141074318456","0.143339896536639"
"32440043","255895831","381985155","259876482","249096496","523318723","267964335","226777344","315156171","323126688","372061819","413530838"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.08410398863107237","0.14056223785414812","0.14729402082928608","0.14612934859715618","0.1492921375588758","0.14361859369134167","0.13900710855158652","0.15023254604751035","0.14309156009683552","0.13770914604000242","0.14069711969028514","0.14706954212583254"
"39707887","373528720","192220989","437083479","420852787","637353670","298480300","325589997","391888975","359564935","398099053","346409293"
"10","110","210","310","410","510","610","710","810","910","1010","1110"
"0.09287369395176101","0.14033620649415898","0.15517817458572786","0.15558137786560666","0.15660302078933358","0.1552828044222881","0.1525305602300936","0.1547249533561037","0.15586071788104675","0.15725811764906927","0.15814538742242054","0.15656724260362662"
"111982903","233662338","323130505","369880921","559615198","406274370","325216685","329087745","317389278","364514671","431271278","438895200"